,United States,United States OECD,Australia,Austria,Belgium,Czech Republic,Denmark,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Japan,Korea,Luxembourg,Mexico,Netherlands,New Zealand,Poland,Portugal,Slovak Republic,Spain,Sweden,Switzerland,Turkey,United Kingdom,Brazil,China (People's Republic of),Estonia,Indonesia,Slovenia,South Africa,OECD + Major Six NME,Major Five Asia,OECD - Europe,G7,OECD - Total,Euro area (19 countries),Israel,Russia
1984-06,0,101.1548,101.5574,100.1687,97.54885,100,100.6855,100,97.76337,99.23464,100,100,96.10116,99.9326,101.3653,100,100,100,98.08799,100,100,100,100,100,100,100.2808,100,100.2842,100,100,100,100,100,100.3502,99.786,100,99.48574,100.6105,100.6414,98.54763,100,100
1984-07,0,101.2244,101.5506,100.1924,97.60722,100,100.7835,100,97.67019,99.37965,100,100,96.15855,100.1895,101.4282,100,100,100,98.29227,100,100,100,100,100,100,100.5045,100,100.0376,100,100,100,100,100,100.2008,99.83776,100,99.54166,100.6615,100.6972,98.67512,100,100
1984-08,0,101.3483,101.5948,100.1142,97.68729,100,100.8907,100,97.56863,99.64139,100,100,96.18861,100.4382,101.4586,100,100,100,98.42627,100,100,100,100,100,100,100.7429,100,99.97202,100,100,100,100,100,99.94006,99.92552,100,99.65056,100.7567,100.792,98.84364,100,100
1984-09,0,101.3705,101.6154,100.0075,97.80299,100,100.989,100,97.43443,99.9043,100,100,96.21922,100.6931,101.4765,100,100,100,98.46303,100,100,100,100,100,100,100.9078,100,100.0661,100,100,100,100,100,99.44492,99.97442,100,99.77319,100.8164,100.851,98.9944,100,100
1984-10,0,101.2063,101.5806,99.92982,97.88502,100,101.0614,100,97.31808,100.0441,100,100,96.30148,100.8932,101.5088,100,100,100,98.47015,100,100,100,100,100,100,101.013,100,100.184,100,100,100,100,100,98.61237,99.93269,100,99.85439,100.7834,100.8231,99.07581,100,100
1984-11,0,101.0285,101.4807,99.91249,97.94369,100,100.9937,100,97.32871,100.1749,100,100,96.47914,100.9866,101.5725,100,100,100,98.57304,100,100,100,100,100,100,101.0838,100,100.3123,100,100,100,100,100,97.68615,99.89139,100,99.94121,100.7528,100.7973,99.18016,100,100
1984-12,0,100.8999,101.3634,99.92058,97.9869,100,100.6961,100,97.60018,100.1696,100,100,96.87052,101.071,101.6417,100,100,100,98.83028,100,100,100,100,100,100,101.1268,100,100.2767,100,100,100,100,100,96.9951,99.87087,100,100.0168,100.7394,100.7886,99.33515,100,100
1985-01,0,100.882,101.2332,99.98781,97.96146,100,100.1707,100,98.13006,100.0393,102.196,100,97.49092,101.1299,101.6754,100,100,100,99.24823,100,100,100,100,100,100,101.134,100,99.94471,100,100,100,100,100,96.78501,99.8832,100,100.0584,100.7521,100.805,99.54538,100,100
1985-02,0,100.8401,100.9701,100.091,97.98834,100,99.8089,100,98.50819,99.93805,102.2825,100,97.86119,100.9481,101.6407,100,100,100,99.52381,100,100,100,100,100,100,101.0736,100,99.59164,100,100,100,100,100,96.81537,99.84928,100,100.0256,100.7124,100.7696,99.6568,100,100
1985-03,0,100.8191,100.5594,100.2002,98.02615,100,99.63844,100,98.73963,99.88573,102.4387,100,97.98051,100.7158,101.5698,100,100,100,99.68468,100,100,100,100,100,100,100.9151,100,99.42241,100,100,100,100,100,96.77992,99.81429,100,99.99289,100.6785,100.7343,99.70727,100,100
1985-04,0,100.8201,100.055,100.2931,98.08086,100,99.51061,100,98.89651,99.88579,102.6439,100,97.98901,100.6495,101.5036,100,100,100,99.77831,100,100,100,100,100,100,100.7242,100,99.2794,100,100,100,100,100,96.48675,99.79452,100,99.99254,100.6708,100.7193,99.77524,100,100
1985-05,0,100.8211,99.79121,100.3631,98.12635,100,99.46459,100,98.94678,99.90968,102.778,100,98.04842,100.6976,101.4708,100,100,100,99.87584,100,100,100,100,100,100,100.5918,100,99.1591,100,100,100,100,100,96.10413,99.78703,100,100.0053,100.6727,100.7184,99.82964,100,100
1985-06,0,100.8801,99.78945,100.3267,98.16096,100,99.5258,100,98.88289,99.93078,102.8114,100,98.13644,100.8616,101.4627,100,100,100,100.0488,100,100,100,100,100,100,100.5959,100,99.10687,100,100,100,100,100,95.90659,99.81889,100,100.0337,100.7076,100.7547,99.86121,100,100
1985-07,0,100.8104,100.0224,100.3054,98.21783,100,99.61633,100,98.70161,100.0026,102.7813,100,98.31591,101.0627,101.4658,100,100,100,100.2601,100,100,100,100,100,100,100.7055,100,99.18856,100,100,100,100,100,96.11037,99.82601,100,100.0885,100.698,100.7583,99.888,100,100
1985-08,0,100.6651,100.3157,100.3099,98.30233,100,99.66814,100,98.66328,100.0677,102.6383,100,98.5153,101.1481,101.47,100,100,100,100.3787,100,100,100,100,100,100,100.9001,100,99.32754,100,100,100,100,100,96.5238,99.81369,100,100.1518,100.6623,100.7383,99.92373,100,100
